Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,strongcompnum,eigencentrality
13_9,,,4,0,4,4,0,4,0,0,0,0,0.000397,0,1007,0.315591
20_110,,,3,1,4,3,1,4,22,0.08698,0.101723,0.000119,0.000437,0,1081,0.341001
20_111,,,3,1,4,3,1,4,2,0.666667,0.75,0.000092,0.000347,0,163,0.323768
21_28,,,5,2,7,5,2,7,22,0.086985,0.102011,0.000234,0.000692,0,1081,0.501193
30_25,,,5,6,11,5,6,11,21,0.098987,0.12171,0.01349,0.000451,0,1081,0.553042
34_23,,,10,3,13,10,3,13,22,0.086989,0.102298,0.000678,0.001215,0,1081,0.62026
40_1,,,3,0,3,3,0,3,0,0,0,0,0.000277,0,161,0.300687
40_3,,,4,4,8,4,4,8,2,0.833333,0.9,0.000301,0.000291,0,160,0.327358
53_26,,,5,2,7,5,2,7,22,0.086985,0.102011,0.00004,0.000646,0,1081,0.485044
2_256,,,0,4,4,0,4,4,25,0.086033,0.098263,0,0.000113,0,1542,0
9_123,,,3,3,6,3,3,6,24,0.083844,0.095326,0.001112,0.000295,0,1081,0.067101
13_11,,,6,1,7,6,1,7,24,0.081159,0.091137,0.000323,0.000421,0,1081,0.063046
48_16,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,1541,0.005871
66_9,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,1540,0.005871
2_257,,,5,3,8,5,3,8,22,0.08988,0.100568,0.002055,0.000464,0,1081,0.161169
6_1,,,6,2,8,6,2,8,22,0.089875,0.100281,0.004983,0.000416,0,1081,0.264082
6_153,,,4,3,7,4,3,7,21,0.098728,0.11351,0.007241,0.000461,0,1081,0.19511
28_38,,,5,6,11,5,6,11,31,0.052272,0.059619,0.002147,0.001087,0,1081,0.272976
2_260,,,2,1,3,2,1,3,21,0.099027,0.118565,0.000302,0.000347,0,1543,0.018429
39_53,,,8,16,24,8,16,24,20,0.109848,0.142189,0.008335,0.001069,0,1081,0.307574
2_266,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1544,0
2_267,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,1545,0
2_271,,,0,1,1,0,1,1,24,0.080905,0.093995,0,0.000113,0,1546,0
63_10,,,3,3,6,3,3,6,23,0.087976,0.106988,0.000101,0.000251,0,1148,0.106549
2_272,,,8,3,11,8,3,11,1,1,1,0.000208,0.001035,0,631,0.276393
41_46,,,6,0,6,6,0,6,0,0,0,0,0.000684,0,630,0.166565
45_15,,,1,0,1,1,0,1,0,0,0,0,0.000406,0,629,0.109498
60_8,,,1,0,1,1,0,1,0,0,0,0,0.000406,0,628,0.109498
2_273,,,0,5,5,0,5,5,19,0.116361,0.133107,0,0.000113,0,1548,0
4_101,,,2,5,7,2,5,7,18,0.120355,0.139326,0.000233,0.000216,0,1534,0.025116
15_75,,,1,0,1,1,0,1,0,0,0,0,0.000132,0,1547,0.005871
48_29,,,4,3,7,4,3,7,25,0.078252,0.088388,0.000379,0.000365,0,1081,0.092576
73_20,,,5,4,9,5,4,9,20,0.101812,0.117825,0.000542,0.000326,0,1533,0.047245
2_275,,,2,3,5,2,3,5,3,0.625,0.766667,0.000339,0.000137,0,867,0.061574
2_230,,,1,0,1,1,0,1,0,0,0,0,0.000152,0,866,0.027254
5_95,,,3,0,3,3,0,3,0,0,0,0,0.000219,0,865,0.038996
12_76,,,1,1,2,1,1,2,2,0.666667,0.75,0.000103,0.000152,0,864,0.027254
2_276,,,1,3,4,1,3,4,21,0.090347,0.103459,0.002246,0.000504,0,1081,0.06507
5_100,,,2,0,2,2,0,2,0,0,0,0,0.000383,0,850,0.040078
8_37,,,1,9,10,1,9,10,20,0.099009,0.117711,0.002033,0.000255,0,1081,0.025243
30_39,,,1,1,2,1,1,2,1,1,1,0.000079,0.000255,0,846,0.025243
2_282,,,0,2,2,0,2,2,1,1,1,0,0.000113,0,1549,0
8_29,,,2,1,3,2,1,3,1,1,1,0,0.001575,0,668,0.054316
57_28,,,4,1,5,4,1,5,1,1,1,0.000079,0.001664,0,668,0.119569
2_283,,,2,2,4,2,2,4,25,0.067327,0.073529,0.000179,0.000283,0,1081,0.032334
4_135,,,2,3,5,2,3,5,24,0.072179,0.080255,0.001321,0.000263,0,1081,0.053306
5_106,,,1,0,1,1,0,1,0,0,0,0,0.000233,0,803,0.02066
2_284,,,1,5,6,1,5,6,23,0.084022,0.102344,0.000629,0.00016,0,1081,0.020843
2_286,,,4,6,10,4,6,10,22,0.090413,0.112424,0.010471,0.000827,0,1081,0.251474
3_29,,,1,0,1,1,0,1,0,0,0,0,0.00014,0,501,0.014188
11_18,,,2,0,2,2,0,2,0,0,0,0,0.00024,0,500,0.039664
53_16,,,3,0,3,3,0,3,0,0,0,0,0.000255,0,700,0.143505
53_39,,,2,1,3,2,1,3,29,0.06184,0.071821,0.002221,0.000245,0,1081,0.092359
53_40,,,2,1,3,2,1,3,2,0.571429,0.625,0.000245,0.000245,0,68,0.092359
53_41,,,2,0,2,2,0,2,0,0,0,0,0.000245,0,63,0.092359
3_6,,,0,1,1,0,1,1,5,0.317073,0.392308,0,0.000113,0,1550,0
3_106,,,3,0,3,3,0,3,0,0,0,0,0.000143,0,1055,0.064911
4_82,,,1,2,3,1,2,3,22,0.100156,0.117628,0.000079,0.000126,0,1081,0.044015
6_151,,,7,9,16,7,9,16,20,0.108342,0.127847,0.010507,0.000584,0,1081,0.241175
7_53,,,4,2,6,4,2,6,26,0.064934,0.072542,0.000606,0.000431,0,1081,0.132989
12_36,,,1,0,1,1,0,1,0,0,0,0,0.000126,0,1053,0.044015
39_23,,,5,13,18,5,13,18,20,0.116057,0.143784,0.011764,0.00053,0,1081,0.14204
43_59,,,4,0,4,4,0,4,0,0,0,0,0.000182,0,304,0.114958
59_8,,,2,0,2,2,0,2,0,0,0,0,0.00015,0,1052,0.049886
59_10,,,3,6,9,3,6,9,4,0.419355,0.522436,0.000705,0.000308,0,1051,0.101369
3_10,,,0,5,5,0,5,5,5,0.363636,0.485417,0,0.000113,0,1555,0
3_196,,,4,0,4,4,0,4,0,0,0,0,0.000204,0,1552,0.040369
3_197,,,4,6,10,4,6,10,4,0.578947,0.734848,0.000002,0.000204,0,1554,0.040369
9_85,,,2,0,2,2,0,2,0,0,0,0,0.000169,0,1062,0.025798
3_13,,,1,3,4,1,3,4,23,0.076097,0.084689,0.000102,0.000275,0,1568,0.012558
3_123,,,3,3,6,3,3,6,1,1,1,0.000001,0.000318,0,1567,0.0243
8_42,,,2,1,3,2,1,3,22,0.082095,0.091627,0.000304,0.000286,0,1563,0.018429
8_44,,,1,1,2,1,1,2,24,0.070719,0.076801,0,0.00019,0,1568,0.012558
3_14,,,3,1,4,3,1,4,6,0.246667,0.289189,0.001074,0.000353,0,1072,0.060338
8_60,,,1,4,5,1,4,5,5,0.318584,0.400463,0.000997,0.000413,0,1071,0.03201
3_15,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1569,0
9_72,,,3,0,3,3,0,3,0,0,0,0,0.000422,0,257,0.098138
3_17,,,1,1,2,1,1,2,1,1,1,0,0.000171,0,1571,0.010387
12_98,,,2,0,2,2,0,2,0,0,0,0,0.000316,0,1570,0.022458
3_18,,,0,1,1,0,1,1,23,0.080142,0.091172,0,0.000113,0,1573,0
4_166,,,4,3,7,4,3,7,22,0.087074,0.102766,0.000644,0.000555,0,1572,0.0342
3_19,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1574,0
12_108,,,1,1,2,1,1,2,23,0.084282,0.096866,0.00081,0.000212,0,1081,0.128598
21_23,,,4,3,7,4,3,7,3,0.5,0.625,0.000519,0.000631,0,146,0.233139
3_26,,,1,4,5,1,4,5,20,0.093374,0.105277,0.000891,0.000223,0,1081,0.036461
17_21,,,6,0,6,6,0,6,0,0,0,0,0.000526,0,720,0.138301
43_31,,,5,0,5,5,0,5,0,0,0,0,0.000335,0,219,0.19924
43_32,,,5,0,5,5,0,5,0,0,0,0,0.000347,0,218,0.250498
3_28,,,5,5,10,5,5,10,25,0.072651,0.081471,0.000614,0.000741,0,1211,0.163686
5_51,,,3,0,3,3,0,3,0,0,0,0,0.000397,0,1209,0.132904
16_106,,,1,0,1,1,0,1,0,0,0,0,0.000239,0,1210,0.065138
3_30,,,2,2,4,2,2,4,29,0.05938,0.065663,0.000079,0.000417,0,1081,0.202087
43_38,,,1,0,1,1,0,1,0,0,0,0,0.00029,0,1033,0.059689
75_13,,,8,1,9,8,1,9,28,0.063117,0.0708,0.000559,0.000918,0,1081,0.423244
3_32,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1575,0
3_81,,,3,0,3,3,0,3,0,0,0,0,0.000531,0,212,0.077628
3_39,,,2,1,3,2,1,3,2,0.666667,0.75,0.000007,0.000331,0,1057,0.029345
28_7,,,5,1,6,5,1,6,1,1,1,0.000079,0.000514,0,301,0.210685
3_41,,,1,1,2,1,1,2,23,0.08274,0.092794,0,0.000251,0,1576,0.012558
19_10,,,1,2,3,1,2,3,22,0.090198,0.1042,0.000101,0.000326,0,1576,0.012558
3_43,,,2,1,3,2,1,3,3,0.454545,0.483333,0.000508,0.000163,0,319,0.154582
3_45,,,2,1,3,2,1,3,3,0.5,0.611111,0.000086,0.000238,0,1058,0.041355
3_47,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1577,0
43_63,,,1,0,1,1,0,1,0,0,0,0,0.000304,0,1399,0.016587
3_55,,,2,7,9,2,7,9,23,0.105669,0.124844,0.002867,0.000232,0,1081,0.077485
4_156,,,2,0,2,2,0,2,0,0,0,0,0.000178,0,582,0.059913
4_157,,,2,2,4,2,2,4,24,0.095586,0.108051,0.000059,0.000157,0,1081,0.039374
4_158,,,2,1,3,2,1,3,22,0.087868,0.095133,0.000371,0.000157,0,1081,0.039374
4_159,,,2,10,12,2,10,12,23,0.098132,0.115344,0.002368,0.000263,0,1081,0.059427
6_60,,,5,6,11,5,6,11,22,0.104721,0.122792,0.005995,0.000371,0,1081,0.130603
24_55,,,4,4,8,4,4,8,3,0.5,0.633333,0.000185,0.000256,0,33,0.076524
39_42,,,2,2,4,2,2,4,23,0.098466,0.113245,0.001131,0.000193,0,1081,0.088818
3_56,,,0,1,1,0,1,1,5,0.378378,0.442857,0,0.000113,0,1583,0
13_34,,,3,7,10,3,7,10,4,0.565217,0.724359,0.000005,0.000373,0,1582,0.036814
3_58,,,1,2,3,1,2,3,27,0.06362,0.068662,0.00001,0.000137,0,1587,0.005871
19_34,,,3,1,4,3,1,4,1,1,1,0,0.000298,0,1586,0.022129
19_35,,,1,1,2,1,1,2,26,0.067828,0.073017,0.000111,0.000171,0,1584,0.010387
19_21,,,3,4,7,3,4,7,24,0.078372,0.087339,0.000979,0.000571,0,1081,0.069922
3_64,,,0,4,4,0,4,4,22,0.092553,0.106962,0,0.000113,0,1588,0
3_79,,,0,1,1,0,1,1,1,1,1,0,0.000113,0,1589,0
9_31,,,3,0,3,3,0,3,0,0,0,0,0.000258,0,924,0.061275
3_80,,,0,4,4,0,4,4,23,0.074251,0.081753,0,0.000113,0,1590,0
21_29,,,4,2,6,4,2,6,22,0.07995,0.087347,0.000422,0.000215,0,1081,0.056461
16_49,,,1,1,2,1,1,2,2,0.666667,0.75,0,0.000179,0,378,0.033084
16_50,,,1,0,1,1,0,1,0,0,0,0,0.000179,0,377,0.033084
31_25,,,2,0,2,2,0,2,0,0,0,0,0.000475,0,376,0.081087
3_90,,,0,1,1,0,1,1,22,0.087852,0.095117,0,0.000113,0,1591,0
4_18,,,3,3,6,3,3,6,21,0.096258,0.106494,0.00195,0.000419,0,1081,0.071852
2_123,,,2,0,2,2,0,2,0,0,0,0,0.000185,0,1338,0.035263
3_95,,,0,2,2,0,2,2,19,0.107553,0.118997,0,0.000113,0,1592,0
106_3,,,4,1,5,4,1,5,21,0.084458,0.092307,0.000157,0.000416,0,1081,0.224194
106_4,,,4,1,5,4,1,5,19,0.101441,0.11556,0.010247,0.000416,0,1081,0.224194
3_100,,,0,1,1,0,1,1,22,0.088234,0.097027,0,0.000113,0,1593,0
3_101,,,0,1,1,0,1,1,19,0.098191,0.106252,0,0.000113,0,1595,0
57_8,,,2,1,3,2,1,3,18,0.108819,0.119929,0.000101,0.000401,0,1594,0.020184
64_16,,,2,0,2,2,0,2,0,0,0,0,0.000682,0,241,0.121856
3_103,,,2,3,5,2,3,5,1,1,1,0,0.000352,0,1597,0.025116
3_112,,,2,0,2,2,0,2,0,0,0,0,0.000234,0,1459,0.047468
8_62,,,2,0,2,2,0,2,0,0,0,0,0.000244,0,1596,0.025116
8_63,,,2,1,3,2,1,3,2,0.6,0.666667,0,0.000244,0,1597,0.025116
56_39,,,3,0,3,3,0,3,0,0,0,0,0.000179,0,1095,0.048302
56_40,,,3,2,5,3,2,5,2,0.583333,0.642857,0.000013,0.000179,0,1094,0.048302
3_114,,,0,1,1,0,1,1,19,0.100288,0.112914,0,0.000113,0,1598,0
9_25,,,3,0,3,3,0,3,0,0,0,0,0.000267,0,1566,0.033332
9_26,,,1,0,1,1,0,1,0,0,0,0,0.000203,0,1565,0.02159
9_27,,,2,0,2,2,0,2,0,0,0,0,0.000235,0,1564,0.027461
3_124,,,0,1,1,0,1,1,2,0.571429,0.625,0,0.000113,0,1599,0
3_125,,,0,3,3,0,3,3,22,0.090778,0.102394,0,0.000113,0,1607,0
3_121,,,1,0,1,1,0,1,0,0,0,0,0.000145,0,1606,0.005871
8_9,,,1,5,6,1,5,6,23,0.088585,0.098292,0.000063,0.000145,0,1605,0.005871
8_10,,,1,10,11,1,10,11,22,0.093199,0.107546,0.000039,0.000145,0,1602,0.005871
3_126,,,1,3,4,1,3,4,22,0.092663,0.103313,0.000101,0.000208,0,1608,0.005871
47_4,,,6,7,13,6,7,13,21,0.101899,0.116826,0.004023,0.000469,0,1081,0.209115
47_5,,,3,1,4,3,1,4,1,1,1,0,0.000202,0,1505,0.031162
47_6,,,3,0,3,3,0,3,0,0,0,0,0.000202,0,1503,0.031162
3_128,,,0,3,3,0,3,3,4,0.473684,0.541667,0,0.000113,0,1609,0
28_56,,,6,3,9,6,3,9,3,0.571429,0.666667,0.000074,0.001481,0,632,0.185294
3_133,,,2,2,4,2,2,4,2,0.666667,0.75,0.000002,0.000539,0,1101,0.054606
55_54,,,3,2,5,3,2,5,1,1,1,0.000001,0.000585,0,985,0.074873
57_21,,,2,1,3,2,1,3,3,0.444444,0.541667,0,0.000415,0,1101,0.054606
3_134,,,0,1,1,0,1,1,1,1,1,0,0.000113,4,1611,0
2_274,,,1,0,1,1,0,1,0,0,0,0,0.000208,4,1610,0.005871
3_135,,,2,2,4,2,2,4,23,0.077506,0.086421,0.001286,0.000475,0,1081,0.150227
3_142,,,5,4,9,5,4,9,20,0.094567,0.104629,0.002717,0.000341,0,1081,0.165558
3_145,,,0,5,5,0,5,5,24,0.09803,0.114003,0,0.000113,0,1618,0
6_2,,,1,5,6,1,5,6,23,0.098574,0.114106,0.000075,0.000132,0,1617,0.005871
17_18,,,4,0,4,4,0,4,0,0,0,0,0.000197,0,1612,0.043232
17_19,,,6,0,6,6,0,6,0,0,0,0,0.000372,0,1366,0.072471
35_11,,,2,3,5,2,3,5,23,0.087684,0.102473,0.000026,0.000151,0,1614,0.011742
42_20,,,3,4,7,3,4,7,1,1,1,0,0.000162,0,1613,0.022129
3_153,,,0,1,1,0,1,1,35,0.043304,0.046583,0,0.000113,0,1620,0
20_71,,,5,1,6,5,1,6,34,0.045238,0.04896,0.000202,0.000498,0,1619,0.052927
3_154,,,1,2,3,1,2,3,6,0.333333,0.468182,0,0.000142,0,1622,0.012558
8_11,,,1,5,6,1,5,6,5,0.44,0.639394,0.000001,0.000173,0,1622,0.012558
48_12,,,1,0,1,1,0,1,0,0,0,0,0.000173,0,1621,0.012558
3_159,,,1,3,4,1,3,4,19,0.096193,0.109987,0.000101,0.000208,0,1624,0.005871
23_40,,,1,0,1,1,0,1,0,0,0,0,0.000172,0,1623,0.010387
3_160,,,0,1,1,0,1,1,23,0.08485,0.092263,0,0.000113,0,1625,0
3_162,,,0,2,2,0,2,2,26,0.070972,0.07965,0,0.000113,0,1626,0
28_61,,,2,2,4,2,2,4,3,0.571429,0.708333,0.000001,0.000189,0,1553,0.034978
6_130,,,4,14,18,4,14,18,18,0.126602,0.158625,0.013021,0.000329,0,1081,0.193798
6_132,,,1,2,3,1,2,3,26,0.069646,0.079783,0.000586,0.000167,0,1081,0.069027
12_109,,,7,12,19,7,12,19,21,0.092539,0.109759,0.002193,0.000499,0,1081,0.382544
25_20,,,6,3,9,6,3,9,20,0.099474,0.115268,0.002198,0.000315,0,1081,0.3886
30_21,,,3,1,4,3,1,4,3,0.454545,0.533333,0.000337,0.000442,0,279,0.099333
3_173,,,2,1,3,2,1,3,1,1,1,0,0.000218,0,1627,0.011742
74_8,,,2,0,2,2,0,2,0,0,0,0,0.000328,0,1124,0.05794
3_175,,,0,10,10,0,10,10,26,0.068171,0.079919,0,0.000113,0,1632,0
4_76,,,1,0,1,1,0,1,0,0,0,0,0.000122,0,1631,0.005871
39_36,,,3,0,3,3,0,3,0,0,0,0,0.000193,0,1630,0.040034
39_38,,,1,3,4,1,3,4,2,0.8,0.875,0,0.000122,0,1629,0.005871
40_51,,,14,0,14,14,0,14,0,0,0,0,0.000824,0,11,0.469483
47_7,,,3,1,4,3,1,4,26,0.067767,0.074587,0,0.000223,0,1211,0.067625
58_19,,,3,0,3,3,0,3,0,0,0,0,0.000226,0,1628,0.031162
58_21,,,9,2,11,9,2,11,1,1,1,0.00003,0.000482,0,21,0.214151
9_55,,,3,3,6,3,3,6,21,0.105535,0.118801,0.002336,0.000229,0,1081,0.197084
23_55,,,7,0,7,7,0,7,0,0,0,0,0.000428,0,294,0.272722
23_56,,,7,12,19,7,12,19,22,0.095612,0.108982,0.002276,0.000428,0,1081,0.272722
68_44,,,3,4,7,3,4,7,23,0.087299,0.096577,0.001527,0.00027,0,1081,0.190456
3_179,,,4,2,6,4,2,6,23,0.08012,0.091351,0.004598,0.000353,0,1081,0.101932
72_26,,,3,0,3,3,0,3,0,0,0,0,0.000318,0,1009,0.054297
72_27,,,3,1,4,3,1,4,22,0.087015,0.101953,0.004675,0.000318,0,1081,0.054297
3_181,,,1,1,2,1,1,2,5,0.380952,0.472917,0.000006,0.000134,0,1458,0.028223
3_185,,,3,8,11,3,8,11,21,0.094419,0.107225,0.003294,0.000848,0,1081,0.106263
13_26,,,2,5,7,2,5,7,23,0.087528,0.098079,0.000723,0.000237,0,1081,0.066345
16_96,,,4,0,4,4,0,4,0,0,0,0,0.000285,0,286,0.078087
28_60,,,1,5,6,1,5,6,24,0.080621,0.089368,0.0001,0.000203,0,1081,0.045381
55_26,,,4,1,5,4,1,5,21,0.092367,0.099127,0.000685,0.000478,0,1081,0.146862
55_27,,,4,2,6,4,2,6,20,0.101869,0.110646,0.003451,0.000478,0,1081,0.146862
87_16,,,5,0,5,5,0,5,0,0,0,0,0.000318,0,285,0.111881
87_17,,,6,0,6,6,0,6,0,0,0,0,0.000337,0,284,0.117752
2_156,,,3,0,3,3,0,3,0,0,0,0,0.000239,0,920,0.0416
12_105,,,3,0,3,3,0,3,0,0,0,0,0.000309,0,358,0.074617
12_106,,,2,2,4,2,2,4,23,0.074488,0.084125,0.001909,0.000268,0,1081,0.043151
28_88,,,3,4,7,3,4,7,20,0.101761,0.111725,0.000965,0.000645,0,1081,0.079337
3_195,,,2,3,5,2,3,5,17,0.098184,0.109637,0.000156,0.00024,0,1633,0.011742
85_8,,,5,0,5,5,0,5,0,0,0,0,0.000427,0,1063,0.157903
40_4,,,2,3,5,2,3,5,5,0.423077,0.556061,0,0.000148,0,1554,0.034978
86_17,,,4,1,5,4,1,5,2,0.6,0.666667,0,0.000243,0,1551,0.051237
3_198,,,2,1,3,2,1,3,23,0.087277,0.094852,0.000118,0.000166,0,1081,0.026835
3_113,,,4,0,4,4,0,4,0,0,0,0,0.000374,0,680,0.203464
5_82,,,4,1,5,5,1,6,22,0.071608,0.078528,0.001265,0.000214,0,1081,0.199044
5_83,,,3,0,3,4,0,4,0,0,0,0,0.000167,0,638,0.193173
5_84,,,1,5,6,1,5,6,19,0.100288,0.114225,0.000041,0.000135,0,1081,0.087567
5_85,,,1,0,1,1,0,1,0,0,0,0,0.000135,0,890,0.087567
17_109,,,4,1,5,4,1,5,1,1,1,0.000079,0.000278,0,670,0.169402
3_200,,,0,1,1,0,1,1,22,0.075363,0.082837,0,0.000113,0,1637,0
19_71,,,3,5,8,3,5,8,21,0.081459,0.092359,0.000342,0.000238,0,1636,0.022129
4_1,,,4,2,6,4,2,6,1,1,1,0.000157,0.000816,0,278,0.087713
59_18,,,1,1,2,1,1,2,2,0.666667,0.75,0,0.00046,0,278,0.041752
85_9,,,2,0,2,2,0,2,0,0,0,0,0.000498,0,277,0.068145
4_3,,,1,4,5,1,4,5,3,0.666667,0.805556,0,0.000176,0,1640,0.012558
4_127,,,1,2,3,1,2,3,2,0.6,0.666667,0,0.00015,0,1640,0.012558
4_129,,,1,0,1,1,0,1,0,0,0,0,0.00015,0,1639,0.012558
35_1,,,1,0,1,1,0,1,0,0,0,0,0.00015,0,1638,0.012558
4_6,,,1,1,2,1,1,2,2,0.666667,0.75,0,0.000357,0,793,0.03089
4_8,,,1,6,7,1,6,7,2,0.578947,0.636364,0.000001,0.000161,0,1657,0.005871
6_141,,,3,18,21,3,18,21,1,1,1,0.000005,0.000178,0,1656,0.026645
47_10,,,3,0,3,3,0,3,0,0,0,0,0.000999,0,61,0.27395
68_17,,,2,0,2,2,0,2,0,0,0,0,0.000144,0,1643,0.033174
68_23,,,2,0,2,2,0,2,0,0,0,0,0.000144,0,1642,0.033174
68_24,,,2,0,2,2,0,2,0,0,0,0,0.000144,0,1641,0.033174
8_12,,,2,0,2,2,0,2,0,0,0,0,0.000457,0,942,0.07433
4_58,,,2,0,2,2,0,2,0,0,0,0,0.000363,0,995,0.060138
4_14,,,0,1,1,0,1,1,2,0.666667,0.75,0,0.000113,0,1658,0
40_84,,,9,3,12,9,3,12,22,0.09612,0.106849,0.003234,0.000566,0,1081,0.182542
40_85,,,8,0,8,8,0,8,0,0,0,0,0.000558,0,481,0.171351
33_21,,,2,0,2,2,0,2,0,0,0,0,0.000294,0,937,0.032341
4_22,,,0,3,3,0,3,3,18,0.111832,0.127822,0,0.000113,0,1659,0
17_32,,,3,0,3,3,0,3,0,0,0,0,0.000277,0,853,0.025655
4_24,,,1,3,4,1,3,4,3,0.5,0.611111,0.000708,0.000169,0,941,0.081057
24_33,,,3,1,4,3,1,4,20,0.104038,0.114488,0.006877,0.000382,0,1081,0.137084
33_4,,,2,2,4,2,2,4,21,0.085497,0.094265,0.000463,0.000307,0,1081,0.165198
33_37,,,5,4,9,5,4,9,19,0.109234,0.125954,0.007493,0.000646,0,1081,0.245128
44_56,,,2,0,2,2,0,2,0,0,0,0,0.000245,0,215,0.108482
4_21,,,1,0,1,1,0,1,0,0,0,0,0.000161,0,934,0.028561
4_25,,,3,3,6,3,3,6,19,0.116073,0.131844,0.007089,0.00054,0,1081,0.134761
24_2,,,1,0,1,1,0,1,0,0,0,0,0.000266,0,921,0.049618
33_56,,,1,9,10,1,9,10,20,0.10616,0.126188,0.002683,0.000266,0,1081,0.049618
4_29,,,3,3,6,3,3,6,21,0.097992,0.111659,0.000284,0.000268,0,1111,0.044434
24_61,,,1,3,4,1,3,4,22,0.089269,0.099293,0.000001,0.000189,0,1111,0.027426
4_31,,,1,11,12,1,11,12,21,0.104225,0.126403,0.001335,0.000199,0,1081,0.037461
3_77,,,1,0,1,1,0,1,0,0,0,0,0.000128,0,862,0.019286
4_93,,,3,7,10,3,7,10,21,0.106419,0.12991,0.000438,0.000221,0,1081,0.088146
8_15,,,1,0,1,1,0,1,0,0,0,0,0.000128,0,861,0.019286
22_31,,,4,1,5,4,1,5,20,0.090828,0.099489,0.003915,0.000683,0,1081,0.220557
24_23,,,1,4,5,1,4,5,1,1,1,0.000315,0.000128,0,860,0.019286
25_68,,,5,1,6,5,1,6,21,0.098981,0.118346,0.006127,0.000306,0,1081,0.28513
25_70,,,4,3,7,4,3,7,21,0.099622,0.115587,0.000698,0.00026,0,1081,0.172495
47_25,,,1,0,1,1,0,1,0,0,0,0,0.000128,0,855,0.019286
60_12,,,1,1,2,1,1,2,1,1,1,0.000079,0.000128,0,854,0.019286
4_32,,,0,1,1,0,1,1,18,0.089452,0.097403,0,0.000113,0,1660,0
4_33,,,0,2,2,0,2,2,22,0.079511,0.08831,0,0.000113,0,1663,0
8_75,,,2,2,4,2,2,4,5,0.309524,0.375641,0.000002,0.000241,0,1051,0.040205
33_6,,,2,2,4,2,2,4,21,0.085507,0.094267,0.000208,0.000234,0,1662,0.017942
19_32,,,1,3,4,1,3,4,21,0.08682,0.09597,0,0.000172,0,1081,0.028813
4_37,,,0,4,4,0,4,4,25,0.067853,0.074759,0,0.000113,0,1667,0
4_38,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,1666,0.005871
100_6,,,1,0,1,1,0,1,0,0,0,0,0.000137,0,1665,0.005871
