Source,Target
11_111,36_32
11_116,3_104
11_117,11_101
11_117,41_46
11_118,10_99
11_119,11_105
11_119,51_56
12_3,39_23
12_4,12_100
12_7,2_136
12_19,7_54
12_20,72_13
12_21,28_26
12_24,10_61
12_24,13_33
12_24,17_32
12_24,82_10
12_38,14_28
12_40,12_103
12_50,2_260
12_51,12_26
12_52,12_53
12_53,12_51
12_53,12_52
12_57,12_55
12_57,38_39
12_57,38_40
12_64,12_12
12_76,58_11
12_89,16_119
12_92,94_5
12_92,94_6
12_96,12_94
12_99,12_69
12_100,7_53
12_100,12_4
12_101,7_126
12_101,19_23
12_101,19_27
12_101,19_28
12_101,71_28
12_102,3_44
12_102,28_44
12_102,28_45
12_102,28_46
12_102,38_69
12_102,38_70
12_103,6_116
12_106,4_142
12_106,31_13
12_107,7_97
12_107,7_98
12_107,7_99
12_107,16_45
12_107,16_46
12_107,16_47
12_108,17_44
12_109,3_42
12_109,3_43
12_109,5_75
12_109,9_97
12_109,21_8
12_109,21_9
12_109,22_46
12_109,25_20
12_109,28_7
12_109,40_51
12_109,40_52
12_109,46_9
12_110,2_214
13_1,12_103
13_2,7_54
13_2,22_65
13_2,36_38
13_2,41_37
13_2,65_12
13_5,46_33
13_6,6_147
13_6,7_167
13_6,8_32
13_6,15_6
13_6,15_7
13_6,15_8
13_6,15_49
13_6,15_50
13_6,29_53
13_6,29_54
13_6,35_45
13_6,38_16
13_6,42_18
13_6,70_1
13_7,2_272
13_7,17_59
13_7,35_24
13_8,23_12
13_8,23_13
13_8,23_14
13_8,31_34
13_8,39_6
13_8,53_32
13_10,10_61
13_10,11_5
13_10,20_7
13_10,27_25
13_10,58_1
13_11,50_18
13_13,13_8
13_13,13_11
13_13,17_44
13_13,27_50
13_13,27_51
13_15,16_48
13_16,18_49
13_16,19_93
13_16,19_94
13_16,19_95
13_16,34_23
13_16,39_3
13_16,53_26
13_17,2_17
13_17,2_19
13_17,24_39
13_17,24_40
13_17,29_43
13_18,10_26
13_18,18_87
13_18,18_88
13_19,6_115
13_19,59_20
13_22,41_34
13_22,41_35
13_26,4_77
13_26,23_55
13_26,23_56
13_26,87_16
13_26,87_17
13_27,6_111
13_27,10_96
13_27,10_97
13_27,10_101
13_27,21_5
13_29,11_108
13_29,56_30
13_30,6_34
13_30,16_63
13_30,17_110
13_31,14_47
13_31,21_44
13_31,46_27
13_32,11_102
13_32,22_48
13_33,5_41
13_33,6_59
13_33,10_61
13_33,11_6
13_33,13_10
13_33,16_37
13_33,20_7
13_33,41_25
13_33,53_23
13_33,57_4
13_34,25_11
13_34,25_12
13_34,25_13
13_34,25_14
13_34,25_15
13_34,89_25
13_34,89_26
13_35,4_57
13_35,23_115
13_35,47_15
13_35,56_30
13_35,56_32
13_35,56_33
13_35,59_20
13_35,76_14
13_36,2_121
13_36,3_199
13_36,17_107
13_36,17_108
13_36,17_109
13_37,41_42
13_38,18_110
13_38,22_70
13_39,2_106
13_39,2_284
13_39,44_3
13_39,44_4
13_40,88_21
13_40,88_22
13_40,88_23
13_40,88_24
13_40,88_25
13_40,88_26
13_41,46_27
13_42,8_30
13_42,27_50
13_42,27_51
13_42,27_52
13_43,7_156
13_43,7_157
13_43,26_197
13_43,112_1
13_43,112_2
13_43,112_3
13_43,112_4
14_1,2_257
14_1,57_9
14_2,7_158
14_4,7_158
14_6,2_49
14_6,7_168
14_7,7_167
14_8,39_7
14_8,64_6
14_9,3_119
14_10,11_3
14_13,7_88
14_13,7_128
14_13,7_137
14_13,8_30
14_13,17_76
14_13,21_105
14_13,27_56
14_13,37_171
14_13,37_172
14_13,37_173
14_13,58_21
14_14,55_46
14_14,79_37
14_14,79_38
14_14,79_39
14_14,79_40
14_14,79_41
14_15,8_19
14_15,8_32
14_15,50_24
14_15,50_25
14_15,50_26
14_16,18_29
14_16,18_79
14_16,38_57
14_16,38_58
14_16,47_15
14_17,22_21
14_17,35_36
14_17,37_64
14_17,37_65
14_17,37_66
14_17,37_67
14_17,37_68
14_17,38_55
14_17,38_56
14_17,38_57
14_17,38_58
14_17,41_46
14_17,44_43
14_17,44_44
14_17,44_45
14_17,44_46
14_17,44_47
14_17,44_48
14_17,44_49
14_17,44_50
14_17,55_43
14_17,55_44
14_17,56_41
14_17,56_42
14_17,56_43
14_17,56_44
14_18,2_264
14_18,3_117
14_18,25_23
14_19,4_133
14_19,5_54
14_19,35_15
14_19,35_16
14_19,35_17
14_19,36_77
14_19,36_78
14_19,36_79
14_19,36_80
14_19,36_81
14_19,36_82
14_19,36_83
14_19,46_33
14_19,47_38
14_21,7_38
14_21,7_39
14_21,33_66
14_21,33_67
14_21,33_68
14_21,34_31
14_21,34_32
14_21,34_33
14_21,40_47
14_21,40_48
14_22,4_120
14_22,5_116
14_22,5_119
14_22,19_82
14_22,40_10
14_22,46_5
14_22,46_6
14_23,10_10
14_23,13_23
14_23,13_24
14_23,25_75
14_23,39_73
14_27,6_93
14_27,7_40
14_27,16_32
14_27,22_31
14_27,56_88
14_27,56_89
14_28,2_243
14_28,14_24
14_28,25_18
14_30,10_70
14_30,31_24
14_31,2_123
14_31,2_254
14_31,57_15
14_33,7_54
14_33,31_29
14_33,36_40
14_33,39_5
14_35,2_126
14_35,3_96
14_35,3_97
14_35,14_39
14_35,29_67
14_36,5_118
14_37,28_57
14_43,20_108
14_43,20_111
14_43,54_8
14_43,70_43
14_44,6_27
14_44,6_28
14_44,16_38
14_44,23_99
14_44,23_100
14_44,32_12
14_44,35_37
14_44,63_9
14_44,63_10
14_45,54_5
14_46,17_37
14_46,19_90
14_46,19_91
14_48,39_67
14_49,14_48
14_49,25_13
14_49,37_22
14_49,38_37
14_49,38_38
14_49,81_7
14_50,23_104
14_51,21_1
14_51,31_28
14_51,53_31
14_52,6_19
14_52,14_1
15_2,6_27
15_3,14_30
15_3,77_46
15_7,25_21
15_7,25_22
15_9,5_67
15_16,25_61
15_22,16_10
15_22,56_68
15_22,56_69
15_22,56_70
15_27,55_14
15_27,55_15
15_31,7_12
15_31,15_33
15_39,17_62
15_41,16_9
15_41,43_4
15_41,89_14
15_42,7_200
15_43,11_17
15_47,6_56
15_48,18_108
15_53,51_28
15_64,15_8
15_66,11_81
15_76,36_12
15_76,37_137
15_76,37_138
15_79,11_89
15_80,11_65
15_80,41_17
15_85,23_115
15_85,23_116
15_85,38_27
15_85,43_89
15_85,53_31
15_86,36_81
15_86,36_82
15_86,36_83
15_88,1_2
15_88,8_24
15_88,9_128
15_88,26_215
15_88,39_23
15_90,7_49
15_90,14_44
15_90,16_38
15_90,27_49
15_93,55_39
15_95,5_67
15_95,68_9
15_99,74_43
15_99,74_44
15_99,74_45
15_99,74_46
15_99,74_47
16_1,21_1
16_1,29_53
16_1,29_54
16_1,42_18
16_1,54_1
16_2,6_124
16_2,21_25
16_2,22_75
16_2,40_15
16_2,40_16
16_2,42_52
16_3,53_31
16_4,25_54
16_4,25_55
16_4,36_77
16_4,36_78
16_4,36_79
16_7,16_5
16_7,23_21
16_7,23_22
16_7,36_71
16_7,36_72
16_7,40_79
16_7,40_80
16_7,40_81
16_7,43_12
16_7,43_13
16_7,43_14
16_9,2_197
16_9,6_153
16_9,7_26
16_9,10_99
16_9,11_118
16_9,11_119
16_9,15_41
16_11,27_60
16_12,7_54
16_15,21_31
16_15,79_32
16_20,37_95
16_20,37_96
16_22,38_5
16_22,39_45
16_22,40_60
16_24,25_5
16_24,25_9
16_24,74_18
16_24,74_19
16_24,74_20
16_24,74_21
16_24,74_22
16_24,74_23
16_24,74_24
16_25,29_13
16_26,5_64
16_26,14_46
16_26,16_27
16_26,34_33
16_26,59_2
16_26,71_22
16_26,86_9
16_27,26_93
16_27,86_10
16_28,6_23
16_28,35_36
16_28,40_46
16_28,58_18
16_30,3_198
16_30,16_97
16_30,28_80
16_30,87_17
16_30,93_4
16_31,43_71
16_32,14_27
16_32,41_30
16_32,41_31
16_32,41_32
16_34,52_14
16_36,21_25
16_36,43_45
16_36,47_10
16_36,67_18
16_37,5_41
16_37,7_54
16_37,7_186
16_37,10_96
16_37,10_97
16_37,11_34
16_39,52_14
16_39,52_15
16_39,52_16
16_39,53_31
16_40,5_73
16_40,31_28
16_40,54_50
16_40,112_1
16_40,112_2
16_40,112_3
16_40,112_4
16_43,10_2
16_43,15_9
16_43,17_93
16_43,17_94
16_43,18_110
16_43,21_8
16_43,21_9
16_43,25_20
16_43,46_9
16_44,21_105
16_44,54_52
16_45,67_16
16_45,67_17
16_46,7_97
16_46,7_98
16_47,11_102
16_47,22_48
16_49,13_15
16_52,3_83
16_52,39_3
16_53,17_67
16_56,6_136
16_57,37_151
16_57,37_152
16_57,37_153
16_57,37_154
16_57,53_21
16_57,53_22
16_59,43_17
16_62,7_51
16_62,11_9
16_62,11_10
16_62,18_35
16_62,18_36
16_62,19_77
16_62,19_78
16_62,41_50
16_66,23_21
16_66,27_35
16_66,27_36
16_66,74_54
16_66,74_55
16_67,36_34
16_67,36_35
16_67,36_36
16_69,4_4
16_69,10_57
16_69,17_82
16_69,36_72
16_69,50_9
16_70,30_54
16_71,30_28
16_76,16_75
16_77,31_28
16_77,54_50
16_78,67_23
16_78,67_24
16_79,67_19
16_80,24_43
16_84,77_35
16_84,77_36
16_85,18_53
16_85,21_39
16_85,21_40
16_85,25_12
16_85,25_13
16_85,25_14
16_86,18_52
16_86,19_81
16_86,19_82
16_86,29_25
16_86,46_5
16_86,46_6
16_87,19_38
16_87,20_111
16_87,32_12
16_88,6_26
16_88,7_38
16_89,4_41
16_89,5_109
16_89,7_6
16_89,15_92
16_89,15_93
16_89,28_85
16_90,5_45
16_90,7_33
16_90,16_126
16_90,17_26
16_90,42_40
16_91,2_224
16_91,5_89
16_93,10_99
16_93,11_118
16_93,11_119
16_99,38_83
16_101,2_106
16_112,2_151
16_112,2_152
16_112,3_164
16_112,14_28
16_112,14_29
16_112,28_57
16_112,65_10
16_112,65_11
16_116,10_69
16_116,10_70
16_116,31_24
16_118,4_160
16_118,6_146
16_121,21_51
16_121,53_37
16_123,6_161
16_125,20_44
16_125,28_56
16_125,29_46
16_126,5_45
16_126,42_40
16_128,8_12
16_128,9_40
16_128,10_61
16_128,20_46
16_128,57_4
16_128,58_7
17_1,2_275
17_1,4_10
17_1,7_86
17_1,17_2
17_1,17_44
17_1,17_60
17_1,19_57
17_1,32_23
17_1,37_102
17_1,53_8
17_1,53_16
17_1,53_17
17_1,53_18
17_1,61_8
17_1,74_31
17_4,15_66
17_7,41_46
17_10,3_21
17_11,10_11
17_12,2_189
17_12,6_96
17_12,10_5
17_12,10_6
17_12,23_80
17_12,25_61
17_12,25_62
17_12,28_71
17_12,28_72
17_12,28_73
17_12,36_37
17_12,36_38
17_12,39_5
17_13,4_123
17_13,50_17
17_13,50_18
17_13,52_16
17_13,75_13
17_13,75_14
17_13,75_15
17_13,82_10
17_13,82_11
17_13,82_12
17_13,82_13
17_13,82_14
17_13,99_7
17_13,99_8
17_15,7_56
17_15,16_25
17_15,29_13
17_15,35_18
17_15,35_37
17_15,39_71
17_15,52_21
17_15,67_8
17_15,67_9
17_15,68_42
17_16,6_123
17_16,10_24
17_23,31_14
17_24,9_113
17_25,88_25
17_26,25_67
17_30,5_64
17_30,67_3
17_30,67_4
17_31,6_151
17_34,4_2
17_34,4_6
17_36,49_12
17_38,17_23
17_38,17_31
17_40,19_88
17_40,19_89
17_40,19_90
17_40,19_91
17_40,19_92
17_40,19_93
17_40,19_94
17_40,19_95
17_44,4_110
17_44,11_102
17_44,19_90
17_44,19_91
17_44,19_92
17_44,22_48
17_44,35_41
17_44,35_45
17_45,41_5
17_45,111_1
17_46,39_45
17_49,36_78
17_49,36_79
17_49,79_10
17_49,79_11
17_49,79_12
17_51,30_27
17_51,42_18
17_51,67_25
17_52,16_40
17_52,20_102
17_52,20_103
17_52,20_104
17_52,23_112
17_52,23_113
17_52,23_114
17_52,30_25
17_52,30_55
17_52,35_34
17_52,54_50
17_52,79_13
17_52,79_14
17_52,79_46
17_55,2_253
17_55,33_7
17_55,42_13
17_58,11_101
17_58,65_8
17_58,65_9
17_59,5_115
17_59,11_65
17_59,13_31
17_59,26_214
17_61,7_12
17_64,14_22
17_64,15_37
17_64,15_38
17_64,19_83
17_68,11_82
17_68,54_34
17_68,67_16
17_68,67_17
17_70,95_4
17_71,4_41
17_71,10_47
17_71,18_49
17_71,36_12
17_71,39_69
17_71,45_28
17_71,45_29
17_71,69_19
17_71,69_20
17_71,69_25
17_71,69_26
17_77,8_33
17_77,9_29
17_77,9_123
17_80,57_25
17_81,21_18
17_82,9_124
17_82,9_125
17_82,41_44
17_83,10_12
17_83,11_10
17_83,11_11
17_83,17_67
17_84,11_121
17_84,11_122
17_85,2_97
17_85,2_269
17_85,18_109
17_85,31_27
17_90,6_111
17_90,10_96
17_90,10_97
17_90,17_59
17_90,25_7
17_90,25_8
17_90,25_9
17_90,25_10
17_90,25_11
17_92,8_32
17_94,2_151
17_94,2_152
17_94,3_164
17_94,9_128
17_94,10_2
17_94,14_10
17_94,23_47
17_94,64_6
17_96,69_44
17_96,69_45
17_96,69_46
17_97,18_17
17_97,78_30
17_98,36_81
17_98,36_82
17_98,36_83
17_98,40_57
17_98,46_33
17_99,11_104
17_100,4_53
17_100,70_19
17_100,70_20
17_100,70_21
17_100,70_22
17_101,7_133
17_101,17_90
17_101,27_10
17_101,27_11
17_101,27_12
17_102,27_13
17_102,27_14
17_104,17_76
17_104,17_77
17_104,26_59
17_105,4_166
17_109,47_17
17_110,59_22
17_110,59_24
18_5,17_85
18_6,16_127
18_6,26_3
18_6,35_8
18_8,32_27
18_9,83_9
18_13,9_124
18_13,47_17
18_13,48_4
18_18,104_8
18_19,24_21
18_19,87_14
18_24,18_63
18_27,5_67
18_27,28_85
18_28,6_52
18_28,20_131
18_29,14_16
18_29,14_17
18_29,25_66
18_29,47_15
18_29,55_44
18_29,88_5
18_31,18_29
18_31,22_23
18_31,25_66
18_31,25_75
18_31,25_76
18_31,43_51
18_36,19_77
18_36,41_50
18_37,2_28
18_41,67_30
18_44,6_62
18_44,10_90
18_44,10_91
18_44,25_26
18_44,40_84
18_45,10_24
18_45,39_21
18_45,57_20
18_46,3_14
18_46,64_15
18_47,11_103
18_47,20_105
18_47,20_106
18_47,20_107
18_47,27_88
18_47,52_9
18_47,52_10
18_47,56_49
18_47,56_50
18_47,101_5
18_48,78_38
18_48,89_22
18_49,3_30
18_49,4_40
18_49,6_38
18_49,21_47
18_49,75_13
18_49,86_9
18_50,7_12
18_50,15_28
18_50,15_29
18_50,36_59
18_50,36_60
18_50,36_61
18_50,36_62
18_51,34_22
18_51,34_23
18_53,6_94
18_53,10_28
18_53,10_29
18_53,10_30
18_53,19_81
18_53,19_82
18_53,28_64
18_53,30_14
18_53,30_43
18_53,36_59
18_53,46_5
18_53,46_6
18_55,8_32
18_55,15_6
18_55,15_7
18_55,26_187
18_55,29_29
18_58,13_6
18_58,35_45
18_61,18_64
18_65,18_61
18_65,18_66
18_65,18_67
18_65,18_68
18_65,18_69
18_65,18_70
18_65,18_71
18_65,18_72
18_65,18_73
18_65,18_74
18_65,18_75
18_65,18_76
18_65,18_77
18_65,18_78
18_65,18_79
18_65,18_80
18_65,18_81
18_65,18_82
18_65,55_22
18_80,2_216
18_82,18_65
18_82,18_77
18_82,18_78
18_82,18_79
18_82,18_81
18_82,18_97
18_82,21_34
18_82,21_47
18_82,43_31
18_82,47_13
18_84,27_23
18_86,15_28
18_91,3_5
18_95,27_36
18_96,34_12
18_98,7_143
18_99,18_47
18_99,21_96
18_99,21_97
18_99,56_49
18_99,56_50
18_101,43_36
18_102,19_82
18_103,24_39
18_103,25_23
18_103,88_2
18_103,88_3
18_103,88_4
18_109,31_27
19_6,27_16
19_7,3_38
19_7,3_39
19_7,11_72
19_7,11_73
19_7,15_54
19_7,19_65
19_9,76_1
19_10,2_260
19_10,3_41
19_16,3_37
19_17,26_193
19_17,26_194
19_21,3_45
19_21,3_46
19_21,21_91
19_21,66_12
19_23,12_101
19_23,22_63
19_23,23_12
19_23,23_13
19_23,23_14
19_24,19_29
19_26,19_24
19_28,2_246
19_28,2_251
19_28,28_11
19_31,15_99
19_32,4_36
19_32,17_23
19_32,31_14
19_34,3_60
19_35,3_59
19_37,3_21
19_37,11_102
19_37,14_42
19_37,22_48
19_38,32_12
19_39,39_56
19_44,4_117
19_44,36_60
19_45,16_63
19_47,9_113
19_47,14_41
19_47,25_63
19_47,28_55
19_47,60_4
19_49,2_133
19_49,11_71
19_49,21_72
19_51,7_144
19_53,20_36
19_53,26_13
19_53,26_14
19_53,28_34
19_54,37_102
19_54,61_2
19_54,61_3
19_55,20_132
19_55,66_6
19_58,6_83
19_58,6_84
19_58,6_85
19_58,6_86
19_58,6_87
19_58,6_90
19_58,40_78
19_59,25_68
19_59,70_23
19_59,70_34
19_59,107_5
19_60,25_69
19_60,25_70
19_61,73_18
19_62,56_25
19_62,56_26
19_63,23_1
19_63,23_2
19_63,23_10
19_63,23_11
19_64,93_1
19_64,93_2
19_64,93_3
19_66,13_5
19_66,36_77
19_66,36_78
19_66,36_79
19_67,30_27
19_68,45_28
19_69,7_38
19_69,7_39
19_70,7_38
19_71,11_98
19_71,19_86
19_71,21_98
19_71,21_102
19_71,112_1
19_73,6_53
19_73,26_111
19_73,29_29
19_73,44_25
19_73,44_26
19_73,46_11
19_75,3_61
19_75,62_6
19_76,9_124
19_76,9_125
19_82,46_5
19_82,46_6
19_83,43_36
19_84,3_178
19_84,14_30
19_84,14_42
19_84,31_24
19_84,86_17
19_85,43_72
19_85,76_14
19_86,19_73
19_87,26_100
19_87,26_101
19_97,2_204
20_2,73_20
20_7,25_6
20_7,31_28
20_10,28_29
20_11,28_30
20_12,79_16
20_13,7_144
20_15,7_187
20_15,27_65
20_15,52_16
20_15,99_7
20_15,99_8
20_16,92_11
20_22,28_32
20_27,43_52
20_29,33_69
20_38,28_8
20_38,28_10
20_40,5_24
20_40,7_115
20_40,7_119
20_40,7_138
20_40,7_139
20_40,7_155
20_40,7_156
20_40,7_157
20_40,20_47
20_40,20_63
20_40,20_66
20_40,20_86
20_40,20_90
20_40,20_96
20_40,20_97
20_40,26_40
20_40,26_44
20_40,26_154
20_40,28_7
20_40,28_9
20_40,28_12
20_40,28_15
20_40,28_16
20_40,28_18
20_40,28_19
20_40,28_22
20_40,28_23
20_40,28_24
20_40,28_25
20_40,28_26
20_40,28_27
20_44,16_125
20_48,75_31
20_48,75_32
20_48,79_37
20_48,79_38
20_48,79_39
20_48,92_14
20_48,92_15
20_48,92_16
20_50,87_3
20_50,20_50
20_53,21_31
20_55,7_25
20_55,17_52
20_56,27_14
20_60,10_79
20_60,26_41
20_60,26_42
20_66,7_116
20_66,26_44
20_70,26_47
20_70,26_48
20_71,7_123
20_74,35_36
20_74,43_77
20_74,87_11
20_74,87_12
20_74,87_13
20_77,26_54
20_77,26_55
20_77,26_60
20_77,26_61
20_77,26_62
20_77,26_63
20_78,11_98
20_78,53_53
20_78,53_54
20_80,2_50
20_82,90_17
20_83,7_138
20_83,7_139
20_85,7_145
20_93,7_142
20_96,20_88
20_98,6_59
20_98,11_6
20_98,34_3
20_98,65_12
20_98,72_28
20_99,41_42
20_100,6_19
20_100,11_17
20_104,23_112
20_104,23_113
20_104,23_114
20_104,30_55
20_104,30_56
20_104,35_37
20_108,11_105
20_108,19_38
20_108,54_8
20_109,2_255
20_109,21_28
20_109,34_23
20_109,53_26
20_109,78_38
20_110,2_255
20_111,31_13
20_114,75_1
20_114,75_16
20_114,75_17
20_114,75_18
20_114,75_19
20_120,7_21
20_120,7_22
20_122,2_37
20_123,2_36
20_124,17_97
20_126,7_51
20_127,13_34
20_128,22_46
20_128,32_26
20_130,93_5
20_131,15_87
20_131,15_88
20_131,93_5
20_132,51_56
20_132,51_57
20_132,51_58
20_132,65_2
20_132,65_3
20_132,66_6
20_133,29_50
20_133,29_51
20_134,6_109
20_134,6_110
20_134,6_155
20_134,6_156
20_134,6_157
20_134,10_97
20_134,35_42
20_135,25_42
20_135,54_26
21_1,16_1
21_1,54_1
21_1,54_2
21_5,17_48
21_5,17_59
21_6,10_96
21_6,10_97
21_7,12_109
21_7,46_9
21_7,64_6
21_8,21_34
21_8,25_7
21_8,25_8
21_8,25_20
21_10,43_44
21_11,17_17
21_11,22_45
21_16,38_27
21_16,53_31
21_18,17_43
21_18,39_4
21_19,4_172
21_20,66_6
21_22,23_91
21_23,15_92
21_23,15_93
21_23,23_88
21_25,16_36
21_25,43_45
21_28,2_255
21_28,34_23
21_29,39_65
21_29,43_81
21_32,12_105
21_32,50_6
21_32,51_47
21_32,91_5
21_33,6_96
21_33,36_40
21_34,55_26
21_34,55_27
21_36,17_11
21_36,25_41
21_36,25_42
21_39,7_41
21_39,13_34
21_39,14_50
21_39,39_16
21_41,6_34
21_44,46_27
21_47,4_40
21_47,18_49
21_47,31_16
21_49,50_33
21_49,67_12
21_51,6_83
21_58,37_93
21_63,37_89
21_67,6_83
21_68,3_173
21_71,3_96
21_72,11_71
21_72,37_100
21_74,29_26
21_76,11_40
21_76,54_10
21_76,71_26
21_76,71_27
21_79,5_44
21_79,38_26
21_80,34_10
21_80,34_11
21_81,34_12
21_81,38_36
21_82,38_37
21_82,38_38
21_84,38_42
21_87,10_98
21_87,37_141
21_87,37_145
21_87,54_12
21_87,65_7
21_91,19_21
21_91,36_82
21_91,66_12
21_92,5_48
21_92,23_51
21_92,23_52
21_94,18_30
21_96,18_98
21_96,18_99
21_96,35_14
21_97,54_8
21_98,66_6
21_99,11_106
21_101,10_26
21_101,55_60
21_101,21_26
21_101,21_27
21_101,21_29
21_101,21_98
21_101,21_99
21_101,21_100
21_101,21_101
21_101,43_57
21_101,43_58
21_101,43_59
21_101,43_60
21_101,43_61
21_104,37_103
21_104,39_67
21_105,7_128
21_105,24_55
21_105,40_51
21_107,14_28
21_107,14_29
21_107,41_44
21_109,8_58
21_109,10_41
21_112,7_89
22_1,27_87
22_1,33_11
22_1,38_15
22_1,40_32
22_1,40_33
22_1,56_4
22_1,56_5
22_1,56_6
22_1,69_14
22_1,69_15
22_1,79_6
22_1,79_7
22_1,79_8
22_1,99_1
22_1,99_2
22_5,30_54
22_6,36_82
22_7,36_78
22_7,36_79
22_7,36_80
22_7,41_39
22_8,22_3
22_9,4_61
22_9,31_7
22_9,31_18
22_9,51_38
22_9,51_39
22_9,63_5
22_10,44_47
22_10,44_48
22_10,44_49
22_10,44_50
22_15,40_51
22_15,40_52
22_16,21_23
22_18,16_48
22_18,17_44
22_18,41_37
22_22,32_20
22_23,76_21
22_23,76_22
22_24,13_23
22_24,13_24
22_24,14_23
22_24,22_22
22_24,25_75
22_24,56_25
22_24,56_26
22_25,2_217
22_25,8_34
22_25,13_28
22_25,23_20
22_25,105_4
22_25,105_5
22_26,2_125
22_26,3_96
22_26,3_97
22_27,14_37
22_27,21_31
22_28,2_198
22_28,5_2
22_28,6_143
22_28,7_142
22_28,22_36
22_28,62_10
22_28,89_1
22_28,89_2
22_30,5_3
22_30,7_33
22_31,6_71
22_33,5_95
22_33,48_25
22_34,21_25
22_36,5_2
22_36,22_28
22_36,36_71
22_36,36_72
22_36,36_73
22_38,39_36
22_38,65_3
22_39,3_142
22_39,9_14
22_39,9_15
22_39,9_16
22_39,47_4
22_39,47_5
22_39,47_6
22_40,37_171
22_40,37_172
22_40,37_173
22_40,47_7
22_40,47_8
22_40,47_31
22_40,58_21
22_40,60_1
22_40,85_8
22_41,24_55
22_41,28_83
22_44,11_102
22_44,79_24
22_45,4_78
22_47,8_32
22_47,32_5
22_47,38_16
22_51,13_41
22_51,16_88
22_52,2_78
22_52,53_19
22_52,53_20
