Source,Target,Weight
v4,v1,0.23570226039552
v15,v1,0.13608276348795
v16,v1,0.11785113019776
v17,v1,0.1740776559557
v21,v1,0.08908708063747
v24,v1,0.11785113019776
v26,v1,0.11785113019776
v27,v1,0.14433756729741
v38,v1,0.16666666666667
v39,v1,0.24618298195867
v43,v1,0.20412414523193
v44,v1,0.16666666666667
v45,v1,0.10540925533895
v49,v1,0.12909944487358
v60,v1,0.12909944487358
v65,v1,0.16666666666667
v69,v1,0.18257418583506
v86,v1,0.09365858115817
v4,v2,0.19245008972988
v30,v2,0.47140452079103
v31,v2,0.06950480468569
v44,v2,0.13608276348795
v46,v2,0.20100756305184
v47,v2,0.11785113019776
v49,v2,0.10540925533895
v52,v2,0.11111111111111
v55,v2,0.09622504486494
v56,v2,0.08908708063747
v58,v2,0.10540925533895
v80,v2,0.12598815766974
v82,v2,0.06804138174398
v87,v2,0.11111111111111
v88,v2,0.12598815766974
v103,v2,0.29814239699997
v105,v2,0.10540925533895
v107,v2,0.27216552697591
v110,v2,0.08908708063747
v1,v4,0.23570226039552
v2,v4,0.19245008972988
v15,v4,0.19245008972988
v16,v4,0.16666666666667
v17,v4,0.24618298195867
v21,v4,0.12598815766974
v24,v4,0.16666666666667
v26,v4,0.16666666666667
v38,v4,0.23570226039552
v39,v4,0.3481553119114
v43,v4,0.28867513459481
v44,v4,0.23570226039552
v45,v4,0.14907119849999
v47,v4,0.20412414523193
v52,v4,0.19245008972988
v69,v4,0.25819888974716
v86,v4,0.1324532357065
v15,v5,0.12598815766974
v26,v5,0.109108945118
v65,v5,0.15430334996209
v68,v5,0.21821789023599
v71,v5,0.11952286093344
v88,v5,0.14285714285714
v91,v5,0.26726124191242
v13,v6,0.14907119849999
v22,v6,0.09534625892456
v27,v6,0.15811388300842
v83,v6,0.22360679774998
v103,v6,0.2
v14,v7,0.13363062095621
v26,v7,0.14433756729741
v41,v7,0.25
v45,v7,0.12909944487358
v46,v7,0.15075567228888
v47,v7,0.17677669529664
v51,v7,0.16666666666667
v84,v7,0.35355339059327
v40,v8,0.25
v10,v9,0.15811388300842
v11,v9,0.22360679774998
v16,v9,0.14433756729741
v17,v9,0.21320071635561
v25,v9,0.25
v106,v9,0.20412414523193
v9,v10,0.15811388300842
v11,v10,0.14142135623731
v13,v10,0.31622776601684
v14,v10,0.1690308509457
v16,v10,0.54772255750517
v17,v10,0.06741998624632
v19,v10,0.05976143046672
v21,v10,0.13801311186847
v22,v10,0.06741998624632
v24,v10,0.18257418583506
v25,v10,0.15811388300842
v27,v10,0.11180339887499
v28,v10,0.14142135623731
v29,v10,0.06593804733958
v36,v10,0.12909944487358
v38,v10,0.25819888974716
v40,v10,0.11180339887499
v42,v10,0.10540925533895
v46,v10,0.09534625892456
v48,v10,0.12909944487358
v49,v10,0.1
v50,v10,0.15811388300842
v55,v10,0.18257418583506
v57,v10,0.1690308509457
v58,v10,0.2
v60,v10,0.1
v63,v10,0.10540925533895
v65,v10,0.12909944487358
v70,v10,0.22360679774998
v81,v10,0.25819888974716
v82,v10,0.19364916731037
v87,v10,0.10540925533895
v95,v10,0.12909944487358
v98,v10,0.30678599553895
v105,v10,0.1
v109,v10,0.14142135623731
v110,v10,0.1690308509457
v9,v11,0.22360679774998
v10,v11,0.14142135623731
v16,v11,0.12909944487358
v17,v11,0.09534625892456
v25,v11,0.22360679774998
v57,v11,0.11952286093344
v73,v11,0.18257418583506
v101,v11,0.2
v19,v12,0.28571428571429
v25,v12,0.18898223650461
v26,v12,0.109108945118
v48,v12,0.15430334996209
v59,v12,0.15430334996209
v6,v13,0.14907119849999
v10,v13,0.31622776601684
v14,v13,0.17817416127495
v16,v13,0.19245008972988
v19,v13,0.06299407883487
v21,v13,0.14547859349066
v22,v13,0.14213381090374
v24,v13,0.19245008972988
v27,v13,0.23570226039552
v28,v13,0.07453559924999
v29,v13,0.13900960937138
v30,v13,0.11785113019776
v36,v13,0.13608276348795
v38,v13,0.27216552697591
v40,v13,0.11785113019776
v42,v13,0.11111111111111
v44,v13,0.13608276348795
v46,v13,0.10050378152592
v48,v13,0.13608276348795
v49,v13,0.10540925533895
v50,v13,0.08333333333333
v55,v13,0.19245008972988
v56,v13,0.08908708063747
v57,v13,0.17817416127495
v58,v13,0.10540925533895
v81,v13,0.13608276348795
v82,v13,0.13608276348795
v83,v13,0.16666666666667
v87,v13,0.11111111111111
v95,v13,0.13608276348795
v98,v13,0.24253562503633
v103,v13,0.14907119849999
v105,v13,0.10540925533895
v107,v13,0.13608276348795
v109,v13,0.14907119849999
v110,v13,0.17817416127495
v7,v14,0.13363062095621
v10,v14,0.1690308509457
v13,v14,0.17817416127495
v16,v14,0.15430334996209
v19,v14,0.10101525445522
v21,v14,0.11664236870396
v22,v14,0.11396057645964
v24,v14,0.30860669992418
v26,v14,0.15430334996209
v27,v14,0.18898223650461
v28,v14,0.11952286093344
v29,v14,0.11145564251507
v36,v14,0.21821789023599
v38,v14,0.43643578047198
v40,v14,0.18898223650461
v41,v14,0.13363062095621
v42,v14,0.17817416127495
v45,v14,0.06900655593424
v46,v14,0.16116459280508
v47,v14,0.09449111825231
v48,v14,0.21821789023599
v49,v14,0.1690308509457
v50,v14,0.13363062095621
v51,v14,0.17817416127495
v52,v14,0.08908708063747
v55,v14,0.15430334996209
v57,v14,0.21428571428571
v58,v14,0.1690308509457
v80,v14,0.10101525445522
v81,v14,0.21821789023599
v82,v14,0.21821789023599
v84,v14,0.18898223650461
v87,v14,0.17817416127495
v95,v14,0.21821789023599
v98,v14,0.3889222341313
v105,v14,0.1690308509457
v109,v14,0.23904572186688
v110,v14,0.28571428571429
v1,v15,0.13608276348795
v4,v15,0.19245008972988
v5,v15,0.12598815766974
v16,v15,0.19245008972988
v17,v15,0.14213381090374
v19,v15,0.06299407883487
v21,v15,0.07273929674533
v24,v15,0.09622504486494
v26,v15,0.09622504486494
v35,v15,0.16666666666667
v38,v15,0.13608276348795
v39,v15,0.20100756305184
v43,v15,0.16666666666667
v44,v15,0.27216552697591
v45,v15,0.08606629658239
v54,v15,0.14907119849999
v55,v15,0.09622504486494
v57,v15,0.08908708063747
v62,v15,0.11111111111111
v69,v15,0.14907119849999
v71,v15,0.10540925533895
v77,v15,0.15713484026368
v79,v15,0.0924500327042
v86,v15,0.15294382258037
v90,v15,0.11785113019776
v93,v15,0.12598815766974
v96,v15,0.17213259316477
v110,v15,0.08908708063747
v1,v16,0.11785113019776
v4,v16,0.16666666666667
v9,v16,0.14433756729741
v10,v16,0.54772255750517
v11,v16,0.12909944487358
v13,v16,0.19245008972988
v14,v16,0.15430334996209
v15,v16,0.19245008972988
v17,v16,0.184637236469
v19,v16,0.054554472559
v21,v16,0.18898223650461
v22,v16,0.06154574548967
v24,v16,0.25
v25,v16,0.14433756729741
v26,v16,0.08333333333333
v27,v16,0.10206207261597
v28,v16,0.12909944487358
v29,v16,0.06019292654288
v36,v16,0.11785113019776
v38,v16,0.35355339059327
v39,v16,0.1740776559557
v40,v16,0.10206207261597
v42,v16,0.09622504486494
v43,v16,0.14433756729741
v44,v16,0.11785113019776
v45,v16,0.07453559924999
v46,v16,0.08703882797785
v48,v16,0.11785113019776
v49,v16,0.09128709291753
v50,v16,0.0721687836487
v55,v16,0.08333333333333
v57,v16,0.07715167498105
v58,v16,0.18257418583506
v65,v16,0.11785113019776
v69,v16,0.12909944487358
v81,v16,0.23570226039552
v82,v16,0.17677669529664
v86,v16,0.06622661785325
v87,v16,0.09622504486494
v95,v16,0.11785113019776
v98,v16,0.2800560168056
v105,v16,0.09128709291753
v109,v16,0.12909944487358
v110,v16,0.23145502494314
v1,v17,0.1740776559557
v4,v17,0.24618298195867
v9,v17,0.21320071635561
v10,v17,0.06741998624632
v11,v17,0.09534625892456
v15,v17,0.14213381090374
v16,v17,0.184637236469
v18,v17,0.06428243465332
v21,v17,0.09304842103985
v24,v17,0.184637236469
v25,v17,0.10660035817781
v26,v17,0.12309149097933
v33,v17,0.07106690545187
v38,v17,0.1740776559557
v39,v17,0.25712973861329
v43,v17,0.21320071635561
v44,v17,0.1740776559557
v45,v17,0.11009637651264
v49,v17,0.06741998624632
v57,v17,0.05698028822982
v69,v17,0.19069251784912
v71,v17,0.06741998624632
v74,v17,0.04767312946228
v77,v17,0.05025189076296
v86,v17,0.14673479641336
v90,v17,0.07537783614444
v106,v17,0.08703882797785
v17,v18,0.06428243465332
v22,v18,0.19284730395997
v10,v19,0.05976143046672
v12,v19,0.28571428571429
v13,v19,0.06299407883487
v14,v19,0.10101525445522
v15,v19,0.06299407883487
v16,v19,0.054554472559
v21,v19,0.12371791482635
v22,v19,0.08058229640254
v24,v19,0.109108945118
v25,v19,0.28347335475692
v26,v19,0.21821789023599
v27,v19,0.06681531047811
v28,v19,0.04225771273643
v29,v19,0.03940552031196
v36,v19,0.07715167498105
v38,v19,0.15430334996209
v40,v19,0.13363062095621
v42,v19,0.06299407883487
v45,v19,0.04879500364743
v46,v19,0.05698028822982
v47,v19,0.13363062095621
v48,v19,0.07715167498105
v49,v19,0.05976143046672
v50,v19,0.04724555912615
v52,v19,0.12598815766974
v55,v19,0.054554472559
v56,v19,0.05050762722761
v57,v19,0.05050762722761
v58,v19,0.05976143046672
v62,v19,0.06299407883487
v77,v19,0.04454354031874
v81,v19,0.07715167498105
v82,v19,0.11572751247157
v87,v19,0.06299407883487
v95,v19,0.07715167498105
v96,v19,0.09759000729485
v98,v19,0.13750477455423
v99,v19,0.14285714285714
v100,v19,0.18898223650461
v105,v19,0.17928429140016
v109,v19,0.08451542547285
v110,v19,0.10101525445522
v36,v20,0.20412414523193
v1,v21,0.08908708063747
v4,v21,0.12598815766974
v10,v21,0.13801311186847
v13,v21,0.14547859349066
v14,v21,0.11664236870396
v15,v21,0.07273929674533
v16,v21,0.18898223650461
v17,v21,0.09304842103985
v19,v21,0.12371791482635
v22,v21,0.09304842103985
v24,v21,0.18898223650461
v26,v21,0.12598815766974
v27,v21,0.07715167498105
v28,v21,0.09759000729485
v29,v21,0.09100315103866
v33,v21,0.07273929674533
v36,v21,0.26726124191242
v38,v21,0.26726124191242
v39,v21,0.13159033899195
v40,v21,0.07715167498105
v42,v21,0.07273929674533
v43,v21,0.109108945118
v44,v21,0.17817416127495
v45,v21,0.0563436169819
v46,v21,0.06579516949598
v48,v21,0.08908708063747
v49,v21,0.06900655593424
v50,v21,0.054554472559
v55,v21,0.06299407883487
v56,v21,0.05832118435198
v57,v21,0.05832118435198
v58,v21,0.06900655593424
v65,v21,0.17817416127495
v69,v21,0.09759000729485
v73,v21,0.08908708063747
v77,v21,0.10286889997473
v81,v21,0.08908708063747
v82,v21,0.08908708063747
v86,v21,0.25031308716088
v87,v21,0.07273929674533
v90,v21,0.15430334996209
v93,v21,0.16495721976846
v95,v21,0.08908708063747
v98,v21,0.26462806201248
v105,v21,0.06900655593424
v109,v21,0.09759000729485
v110,v21,0.11664236870396
v6,v22,0.09534625892456
v10,v22,0.06741998624632
v13,v22,0.14213381090374
v14,v22,0.11396057645964
v16,v22,0.06154574548967
v18,v22,0.19284730395997
v19,v22,0.08058229640254
v21,v22,0.09304842103985
v24,v22,0.12309149097933
v26,v22,0.12309149097933
v27,v22,0.15075567228888
v28,v22,0.04767312946228
v29,v22,0.04445542244744
v36,v22,0.08703882797785
v38,v22,0.1740776559557
v40,v22,0.07537783614444
v42,v22,0.07106690545187
v46,v22,0.06428243465332
v48,v22,0.08703882797785
v49,v22,0.06741998624632
v50,v22,0.0533001790889
v55,v22,0.06154574548967
v57,v22,0.05698028822982
v58,v22,0.06741998624632
v81,v22,0.08703882797785
v82,v22,0.08703882797785
v83,v22,0.10660035817781
v87,v22,0.07106690545187
v95,v22,0.08703882797785
v98,v22,0.15512630699851
v103,v22,0.09534625892456
v105,v22,0.06741998624632
v109,v22,0.09534625892456
v110,v22,0.11396057645964
v1,v24,0.11785113019776
v4,v24,0.16666666666667
v10,v24,0.18257418583506
v13,v24,0.19245008972988
v14,v24,0.30860669992418
v15,v24,0.09622504486494
v16,v24,0.25
v17,v24,0.184637236469
v19,v24,0.109108945118
v21,v24,0.18898223650461
v22,v24,0.12309149097933
v26,v24,0.08333333333333
v27,v24,0.20412414523193
v28,v24,0.12909944487358
v29,v24,0.24077170617154
v36,v24,0.23570226039552
v38,v24,0.58925565098879
v39,v24,0.1740776559557
v40,v24,0.20412414523193
v42,v24,0.19245008972988
v43,v24,0.14433756729741
v44,v24,0.11785113019776
v45,v24,0.07453559924999
v46,v24,0.1740776559557
v48,v24,0.23570226039552
v49,v24,0.18257418583506
v50,v24,0.14433756729741
v55,v24,0.16666666666667
v57,v24,0.15430334996209
v58,v24,0.18257418583506
v63,v24,0.09622504486494
v69,v24,0.25819888974716
v81,v24,0.35355339059327
v82,v24,0.23570226039552
v86,v24,0.06622661785325
v87,v24,0.19245008972988
v95,v24,0.23570226039552
v98,v24,0.4200840252084
v105,v24,0.18257418583506
v109,v24,0.25819888974716
v110,v24,0.30860669992418
v9,v25,0.25
v10,v25,0.15811388300842
v11,v25,0.22360679774998
v12,v25,0.18898223650461
v16,v25,0.14433756729741
v17,v25,0.10660035817781
v19,v25,0.28347335475692
v26,v25,0.14433756729741
v1,v26,0.11785113019776
v4,v26,0.16666666666667
v5,v26,0.109108945118
v7,v26,0.14433756729741
v12,v26,0.109108945118
v14,v26,0.15430334996209
v15,v26,0.09622504486494
v16,v26,0.08333333333333
v17,v26,0.12309149097933
v19,v26,0.21821789023599
v21,v26,0.12598815766974
v22,v26,0.12309149097933
v24,v26,0.08333333333333
v25,v26,0.14433756729741
v38,v26,0.11785113019776
v39,v26,0.1740776559557
v41,v26,0.14433756729741
v43,v26,0.14433756729741
v44,v26,0.11785113019776
v45,v26,0.14907119849999
v47,v26,0.10206207261597
v51,v26,0.19245008972988
v65,v26,0.11785113019776
v68,v26,0.16666666666667
v69,v26,0.12909944487358
v84,v26,0.20412414523193
v86,v26,0.06622661785325
v91,v26,0.20412414523193
v1,v27,0.14433756729741
v6,v27,0.15811388300842
v10,v27,0.11180339887499
v13,v27,0.23570226039552
v14,v27,0.18898223650461
v16,v27,0.10206207261597
v19,v27,0.06681531047811
v21,v27,0.07715167498105
v22,v27,0.15075567228888
v24,v27,0.20412414523193
v28,v27,0.07905694150421
v29,v27,0.07372097807745
v36,v27,0.14433756729741
v38,v27,0.28867513459481
v40,v27,0.125
v42,v27,0.11785113019776
v46,v27,0.10660035817781
v48,v27,0.14433756729741
v49,v27,0.22360679774998
v50,v27,0.08838834764832
v55,v27,0.10206207261597
v57,v27,0.09449111825231
v58,v27,0.11180339887499
v81,v27,0.14433756729741
v82,v27,0.14433756729741
v83,v27,0.35355339059327
v87,v27,0.11785113019776
v95,v27,0.14433756729741
v98,v27,0.25724787771376
v103,v27,0.15811388300842
v105,v27,0.11180339887499
v109,v27,0.31622776601684
v110,v27,0.28347335475692
v10,v28,0.14142135623731
v13,v28,0.07453559924999
v14,v28,0.11952286093344
v16,v28,0.12909944487358
v19,v28,0.04225771273643
v21,v28,0.09759000729485
v22,v28,0.04767312946228
v24,v28,0.12909944487358
v27,v28,0.07905694150421
v29,v28,0.09325048082403
v36,v28,0.09128709291753
v38,v28,0.18257418583506
v40,v28,0.07905694150421
v42,v28,0.07453559924999
v45,v28,0.05773502691896
v46,v28,0.20225995873897
v48,v28,0.09128709291753
v49,v28,0.07071067811865
v50,v28,0.05590169943749
v52,v28,0.07453559924999
v55,v28,0.06454972243679
v57,v28,0.05976143046672
v58,v28,0.07071067811865
v62,v28,0.07453559924999
v64,v28,0.11180339887499
v69,v28,0.1
v81,v28,0.09128709291753
v82,v28,0.09128709291753
v87,v28,0.07453559924999
v93,v28,0.08451542547285
v95,v28,0.09128709291753
v97,v28,0.09128709291753
v98,v28,0.16269784336399
v101,v28,0.2
v104,v28,0.22360679774998
v105,v28,0.07071067811865
v108,v28,0.11180339887499
v109,v28,0.1
v110,v28,0.11952286093344
v10,v29,0.06593804733958
v13,v29,0.13900960937138
v14,v29,0.11145564251507
v16,v29,0.06019292654288
v19,v29,0.03940552031196
v21,v29,0.09100315103866
v22,v29,0.04445542244744
v24,v29,0.24077170617154
v27,v29,0.07372097807745
v28,v29,0.09325048082403
v31,v29,0.04347826086957
v36,v29,0.08512565307587
v38,v29,0.17025130615175
v40,v29,0.07372097807745
v41,v29,0.10425720702854
v42,v29,0.06950480468569
v44,v29,0.08512565307587
v46,v29,0.06286946134619
v48,v29,0.08512565307587
v49,v29,0.06593804733958
v50,v29,0.15638581054281
v52,v29,0.06950480468569
v53,v29,0.12038585308577
v55,v29,0.06019292654288
v56,v29,0.11145564251507
v57,v29,0.05572782125754
v58,v29,0.06593804733958
v69,v29,0.18650096164806
v81,v29,0.08512565307587
v82,v29,0.08512565307587
v87,v29,0.06950480468569
v95,v29,0.08512565307587
v96,v29,0.10767638041163
v98,v29,0.15171652122725
v102,v29,0.15762208124782
v105,v29,0.13187609467916
v109,v29,0.09325048082403
v110,v29,0.11145564251507
v2,v30,0.47140452079103
v13,v30,0.11785113019776
v31,v30,0.07372097807745
v44,v30,0.14433756729741
v46,v30,0.31980107453342
v49,v30,0.22360679774998
v82,v30,0.0721687836487
v88,v30,0.13363062095621
v103,v30,0.31622776601684
v104,v30,0.17677669529664
v105,v30,0.22360679774998
v107,v30,0.57735026918963
v110,v30,0.09449111825231
v2,v31,0.06950480468569
v29,v31,0.04347826086957
v30,v31,0.07372097807745
v32,v31,0.07372097807745
v33,v31,0.06950480468569
v44,v31,0.08512565307587
v46,v31,0.06286946134619
v82,v31,0.04256282653794
v88,v31,0.07881104062391
v107,v31,0.08512565307587
v31,v32,0.07372097807745
v33,v32,0.11785113019776
v107,v32,0.14433756729741
v17,v33,0.07106690545187
v21,v33,0.07273929674533
v31,v33,0.06950480468569
v32,v33,0.11785113019776
v34,v33,0.14907119849999
v53,v33,0.19245008972988
v107,v33,0.13608276348795
v33,v34,0.14907119849999
v37,v34,0.33806170189141
v39,v34,0.13483997249265
v46,v34,0.13483997249265
v76,v34,0.22360679774998
v15,v35,0.16666666666667
v39,v35,0.30151134457776
v40,v35,0.17677669529664
v57,v35,0.13363062095621
v10,v36,0.12909944487358
v13,v36,0.13608276348795
v14,v36,0.21821789023599
v16,v36,0.11785113019776
v19,v36,0.07715167498105
v20,v36,0.20412414523193
v21,v36,0.26726124191242
v22,v36,0.08703882797785
v24,v36,0.23570226039552
v27,v36,0.14433756729741
v28,v36,0.09128709291753
v29,v36,0.08512565307587
v38,v36,0.33333333333333
v40,v36,0.14433756729741
v42,v36,0.13608276348795
v46,v36,0.12309149097933
v48,v36,0.16666666666667
v49,v36,0.12909944487358
v50,v36,0.10206207261597
v55,v36,0.11785113019776
v57,v36,0.109108945118
v58,v36,0.12909944487358
v81,v36,0.16666666666667
v82,v36,0.16666666666667
v87,v36,0.13608276348795
v95,v36,0.16666666666667
v98,v36,0.297044262893
v105,v36,0.12909944487358
v109,v36,0.27386127875258
v110,v36,0.21821789023599
v34,v37,0.33806170189141
v48,v37,0.15430334996209
v76,v37,0.18898223650461
v1,v38,0.16666666666667
v4,v38,0.23570226039552
v10,v38,0.25819888974716
v13,v38,0.27216552697591
v14,v38,0.43643578047198
v15,v38,0.13608276348795
v16,v38,0.35355339059327
v17,v38,0.1740776559557
v19,v38,0.15430334996209
v21,v38,0.26726124191242
v22,v38,0.1740776559557
v24,v38,0.58925565098879
v26,v38,0.11785113019776
v27,v38,0.28867513459481
v28,v38,0.18257418583506
v29,v38,0.17025130615175
v36,v38,0.33333333333333
v39,v38,0.24618298195867
v40,v38,0.28867513459481
v42,v38,0.27216552697591
v43,v38,0.20412414523193
v44,v38,0.16666666666667
v45,v38,0.10540925533895
v46,v38,0.24618298195867
v48,v38,0.33333333333333
v49,v38,0.25819888974716
v50,v38,0.20412414523193
v55,v38,0.23570226039552
v57,v38,0.21821789023599
v58,v38,0.25819888974716
v69,v38,0.18257418583506
v81,v38,0.33333333333333
v82,v38,0.33333333333333
v86,v38,0.09365858115817
v87,v38,0.27216552697591
v95,v38,0.33333333333333
v98,v38,0.594088525786
v105,v38,0.25819888974716
v109,v38,0.36514837167011
v110,v38,0.54554472558998
v1,v39,0.24618298195867
v4,v39,0.3481553119114
v15,v39,0.20100756305184
v16,v39,0.1740776559557
v17,v39,0.25712973861329
v21,v39,0.13159033899195
v24,v39,0.1740776559557
v26,v39,0.1740776559557
v34,v39,0.13483997249265
v35,v39,0.30151134457776
v38,v39,0.24618298195867
v40,v39,0.10660035817781
v43,v39,0.30151134457776
v44,v39,0.24618298195867
v45,v39,0.1556997888323
v46,v39,0.18181818181818
v69,v39,0.2696799449853
v86,v39,0.13834289277321
v8,v40,0.25
v10,v40,0.11180339887499
v13,v40,0.11785113019776
v14,v40,0.18898223650461
v16,v40,0.10206207261597
v19,v40,0.13363062095621
v21,v40,0.07715167498105
v22,v40,0.07537783614444
v24,v40,0.20412414523193
v27,v40,0.125
v28,v40,0.07905694150421
v29,v40,0.07372097807745
v35,v40,0.17677669529664
v36,v40,0.14433756729741
v38,v40,0.28867513459481
v39,v40,0.10660035817781
v42,v40,0.11785113019776
v45,v40,0.18257418583506
v46,v40,0.10660035817781
v48,v40,0.14433756729741
v49,v40,0.11180339887499
v50,v40,0.08838834764832
v55,v40,0.10206207261597
v56,v40,0.09449111825231
v57,v40,0.09449111825231
v58,v40,0.11180339887499
v81,v40,0.14433756729741
v82,v40,0.14433756729741
v87,v40,0.11785113019776
v95,v40,0.14433756729741
v98,v40,0.25724787771376
v105,v40,0.11180339887499
v109,v40,0.15811388300842
v110,v40,0.18898223650461
v7,v41,0.25
v14,v41,0.13363062095621
v26,v41,0.14433756729741
v29,v41,0.10425720702854
v45,v41,0.12909944487358
v47,v41,0.17677669529664
v51,v41,0.16666666666667
v84,v41,0.35355339059327
v10,v42,0.10540925533895
v13,v42,0.11111111111111
v14,v42,0.17817416127495
v16,v42,0.09622504486494
v19,v42,0.06299407883487
v21,v42,0.07273929674533
v22,v42,0.07106690545187
v24,v42,0.19245008972988
v27,v42,0.11785113019776
v28,v42,0.07453559924999
v29,v42,0.06950480468569
v36,v42,0.13608276348795
v38,v42,0.27216552697591
v40,v42,0.11785113019776
v46,v42,0.10050378152592
v48,v42,0.13608276348795
v49,v42,0.10540925533895
v50,v42,0.08333333333333
v55,v42,0.09622504486494
v57,v42,0.17817416127495
v58,v42,0.10540925533895
v81,v42,0.13608276348795
v82,v42,0.13608276348795
v87,v42,0.11111111111111
v91,v42,0.23570226039552
v95,v42,0.13608276348795
v98,v42,0.24253562503633
v105,v42,0.10540925533895
v109,v42,0.14907119849999
v110,v42,0.17817416127495
v1,v43,0.20412414523193
v4,v43,0.28867513459481
v15,v43,0.16666666666667
v16,v43,0.14433756729741
v17,v43,0.21320071635561
v21,v43,0.109108945118
v24,v43,0.14433756729741
v26,v43,0.14433756729741
v38,v43,0.20412414523193
v39,v43,0.30151134457776
v44,v43,0.20412414523193
v45,v43,0.12909944487358
v69,v43,0.22360679774998
v86,v43,0.11470786693528
v1,v44,0.16666666666667
v2,v44,0.13608276348795
v4,v44,0.23570226039552
v13,v44,0.13608276348795
v15,v44,0.27216552697591
v16,v44,0.11785113019776
v17,v44,0.1740776559557
v21,v44,0.17817416127495
v24,v44,0.11785113019776
v26,v44,0.11785113019776
v29,v44,0.08512565307587
v30,v44,0.14433756729741
v31,v44,0.08512565307587
v38,v44,0.16666666666667
v39,v44,0.24618298195867
v43,v44,0.20412414523193
v45,v44,0.10540925533895
v46,v44,0.12309149097933
v56,v44,0.109108945118
v69,v44,0.18257418583506
v86,v44,0.09365858115817
v88,v44,0.15430334996209
v1,v45,0.10540925533895
v4,v45,0.14907119849999
v7,v45,0.12909944487358
v14,v45,0.06900655593424
v15,v45,0.08606629658239
v16,v45,0.07453559924999
v17,v45,0.11009637651264
v19,v45,0.04879500364743
v21,v45,0.0563436169819
v24,v45,0.07453559924999
v26,v45,0.14907119849999
v28,v45,0.05773502691896
v38,v45,0.10540925533895
v39,v45,0.1556997888323
v40,v45,0.18257418583506
v41,v45,0.12909944487358
v43,v45,0.12909944487358
v44,v45,0.10540925533895
v46,v45,0.07784989441615
v47,v45,0.09128709291753
v51,v45,0.08606629658239
v56,v45,0.06900655593424
v69,v45,0.11547005383793
v84,v45,0.18257418583506
v86,v45,0.05923488777591
v104,v45,0.12909944487358
v2,v46,0.20100756305184
v7,v46,0.15075567228888
v10,v46,0.09534625892456
v13,v46,0.10050378152592
v14,v46,0.16116459280508
v16,v46,0.08703882797785
v19,v46,0.05698028822982
v21,v46,0.06579516949598
v22,v46,0.06428243465332
v24,v46,0.1740776559557
v27,v46,0.10660035817781
v28,v46,0.20225995873897
v29,v46,0.06286946134619
v30,v46,0.31980107453342
v31,v46,0.06286946134619
v34,v46,0.13483997249265
v36,v46,0.12309149097933
v38,v46,0.24618298195867
v39,v46,0.18181818181818
v40,v46,0.10660035817781
v42,v46,0.10050378152592
v44,v46,0.12309149097933
v45,v46,0.07784989441615
v48,v46,0.12309149097933
v49,v46,0.19069251784912
v50,v46,0.07537783614444
v55,v46,0.08703882797785
v57,v46,0.08058229640254
v58,v46,0.09534625892456
v81,v46,0.12309149097933
v82,v46,0.12309149097933
v87,v46,0.10050378152592
v88,v46,0.11396057645964
v95,v46,0.12309149097933
v98,v46,0.21938172723814
v103,v46,0.13483997249265
v104,v46,0.30151134457776
v105,v46,0.19069251784912
v107,v46,0.12309149097933
v109,v46,0.13483997249265
v110,v46,0.24174688920761
v2,v47,0.11785113019776
v4,v47,0.20412414523193
v7,v47,0.17677669529664
v14,v47,0.09449111825231
v19,v47,0.13363062095621
v26,v47,0.10206207261597
v41,v47,0.17677669529664
v45,v47,0.09128709291753
v51,v47,0.11785113019776
v52,v47,0.23570226039552
v84,v47,0.25
v93,v47,0.13363062095621
v99,v47,0.26726124191242
v100,v47,0.17677669529664
v105,v47,0.11180339887499
v10,v48,0.12909944487358
v12,v48,0.15430334996209
v13,v48,0.13608276348795
v14,v48,0.21821789023599
v16,v48,0.11785113019776
